,Rank,Player,Position,High School,Commitment,Rating,team_name,year
0,--,Dempsey Gibbs,M,Cherokee Trail High School,Uncommitted,0,3D Colorado 2025 AA,2025
1,--,Brodin Dodge,A,Legend High School,Robert Morris,0,3D Colorado 2025 AA,2025
2,--,Brody Anderson,M,Chatfield High School,Uncommitted,0,3D Colorado 2025 AA,2025
3,--,Carter Stingley,D,Valor Christian High School,Uncommitted,0,3D Colorado 2025 AA,2025
4,--,Cash MCoy,M,Colorado Academy,Uncommitted,0,3D Colorado 2025 AA,2025
5,--,Colin Mcinnes,M,Cherry Creek High School,Uncommitted,0,3D Colorado 2025 AA,2025
6,--,Cooper Perry,LSM,Kent Denver School,Uncommitted,0,3D Colorado 2025 AA,2025
7,--,Darius Mcgregor,D,Denver East High School,Uncommitted,0,3D Colorado 2025 AA,2025
8,--,Eli Park,M,Evergreen High School,Uncommitted,0,3D Colorado 2025 AA,2025
9,--,Enzo Massimino,LSM,Fairview High School,Uncommitted,0,3D Colorado 2025 AA,2025
10,--,Flynn Leonard,M,Monarch High School,Yale,3,3D Colorado 2025 AA,2025
11,--,Ben Stone,D,Regis Jesuit High School Boys Division,Providence,0,3D Colorado 2025 AA,2025
12,--,Harry Luong,FO,Valor Christian High School,Uncommitted,0,3D Colorado 2025 AA,2025
13,--,Jacob Baglieri,M,Cherry Creek High School,Uncommitted,0,3D Colorado 2025 AA,2025
14,--,Jack Donovan,LSM,Kent Denver School,Uncommitted,0,3D Colorado 2025 AA,2025
15,--,Mason Vandervelde,M,Cherry Creek High School,Uncommitted,0,3D Colorado 2025 AA,2025
16,--,Noah Stull,D,Colorado Academy,Uncommitted,0,3D Colorado 2025 AA,2025
17,#45 Class of 2025 Rankings,Ollie Nolting,M,Cherry Creek High School,Johns Hopkins,4,3D Colorado 2025 AA,2025
18,--,Owen Corsi,G,Cherry Creek High School,High Point,0,3D Colorado 2025 AA,2025
19,--,Payton Maxwell,D,Arapahoe High School,Uncommitted,0,3D Colorado 2025 AA,2025
20,--,Quade Marks,LSM,Denver East High School,Uncommitted,0,3D Colorado 2025 AA,2025
21,--,Rhys McCarthy,A,Regis Jesuit High School Boys Division,Uncommitted,0,3D Colorado 2025 AA,2025
22,--,Ryan Diamond,FO,Northfield,Uncommitted,0,3D Colorado 2025 AA,2025
23,--,Ryder Petersen,A,Denver East High School,Uncommitted,0,3D Colorado 2025 AA,2025
24,--,George Reider,M,Valor Christian High School,Monmouth,0,3D Colorado 2025 AA,2025
25,--,Rocco Biviano,A,Regis Jesuit High School Boys Division,Uncommitted,0,3D Colorado 2025 AA,2025
26,--,Cooper Van Dyke,D,Ralston Valley Senior High School,Uncommitted,0,3D Colorado 2025 AA,2025
