,Rank,Player,Position,High School,Commitment,Rating,team_name,year
0,--,Connor Teears,A,Father Judge High School,Immaculata,0,Bandits 2021,2021
1,--,Thomas McSweeney,M,Roman Catholic High School,Immaculata,0,Bandits 2021,2021
2,--,Joe Santilli,LSM,Father Judge High School,Immaculata,0,Bandits 2021,2021
3,--,Thomas Kenny,FO,Central Bucks High School East,Immaculata,0,Bandits 2021,2021
4,--,Michael Long,FO,Central Bucks High School West,Immaculata,0,Bandits 2022,2022
5,--,Angelo Brown,M,Abington Senior High School,Immaculata,0,Bandits 2022,2022
